"Sample","Region","Years","Gene","Expression"
"HSB92_A1C_R","A1C",0.4038,"ACE2",0.292251835525513
"HSB96_A1C_L","A1C",0.3077,"ACE2",1.19603597227009
"HSB96_A1C_R","A1C",0.3077,"ACE2",-1.01429603229108
"HSB97_A1C_L","A1C",0.3269,"ACE2",1.45052477045858
"HSB97_A1C_R","A1C",0.3269,"ACE2",-0.507018571063617
"HSB98_A1C_L","A1C",0.3654,"ACE2",-0.303255619362891
"HSB98_A1C_R","A1C",0.3654,"ACE2",-0.4472219220047
"HSB99_A1C_L","A1C",0.4038,"ACE2",-1.57500345299982
"HSB99_A1C_R","A1C",0.4038,"ACE2",0.404327688795191
"HSB100_A1C_L","A1C",0.3654,"ACE2",-0.158701279619545
"HSB100_A1C_R","A1C",0.3654,"ACE2",-1.09754399370043
"HSB102_A1C_L","A1C",0.4038,"ACE2",0.236062166383209
"HSB102_A1C_R","A1C",0.4038,"ACE2",0.408397266705148
"HSB103_A1C_L","A1C",0.25,"ACE2",1.64628861922996
"HSB103_A1C_R","A1C",0.25,"ACE2",0.0760466398340948
"HSB105_A1C_L","A1C",18.7692307692308,"ACE2",1.87665258654793
"HSB105_A1C_R","A1C",18.7692307692308,"ACE2",2.50545810103061
"HSB106_A1C_L","A1C",64.7692307692308,"ACE2",0.265912101413525
"HSB106_A1C_R","A1C",64.7692307692308,"ACE2",0.136608512492111
"HSB107_A1C_L","A1C",0.4038,"ACE2",0.0241244352164607
"HSB107_A1C_R","A1C",0.4038,"ACE2",1.14835812315799
"HSB111_A1C_L","A1C",70.7692307692308,"ACE2",-1.28973602015959
"HSB111_A1C_R","A1C",70.7692307692308,"ACE2",1.45433923861341
"HSB113_A1C_L","A1C",0.2308,"ACE2",1.67512143204863
"HSB113_A1C_R","A1C",0.2308,"ACE2",0.0740511475940767
"HSB114_A1C_L","A1C",0.25,"ACE2",-1.28455217886505
"HSB114_A1C_R","A1C",0.25,"ACE2",0.407998333792003
"HSB118_A1C_R","A1C",4.76923076923077,"ACE2",0.445256034836972
"HSB119_A1C_L","A1C",15.7692307692308,"ACE2",0.335748983039275
"HSB121_A1C_L","A1C",1.10253076923077,"ACE2",0.80948655735304
"HSB121_A1C_R","A1C",1.10253076923077,"ACE2",-0.00621686960447355
"HSB122_A1C_L","A1C",1.76923076923077,"ACE2",0.0664334320081489
"HSB122_A1C_R","A1C",1.76923076923077,"ACE2",-0.138674593828485
"HSB123_A1C_L","A1C",37.7692307692308,"ACE2",0.64139858951179
"HSB123_A1C_R","A1C",37.7692307692308,"ACE2",-0.918477467057289
"HSB124_A1C_L","A1C",13.7692307692308,"ACE2",-1.09802568531256
"HSB124_A1C_R","A1C",13.7692307692308,"ACE2",-0.57110585580313
"HSB125_A1C_L","A1C",28.7692307692308,"ACE2",-0.708125168821899
"HSB125_A1C_R","A1C",28.7692307692308,"ACE2",-0.951077120738412
"HSB126_A1C_R","A1C",30.7692307692308,"ACE2",-0.796639271625963
"HSB127_A1C_L","A1C",19.7692307692308,"ACE2",-1.22989089005732
"HSB130_A1C_L","A1C",21.7692307692308,"ACE2",-0.725190143942832
"HSB131_A1C_L","A1C",1.26923076923077,"ACE2",1.05982174386437
"HSB132_A1C_L","A1C",1.10253076923077,"ACE2",0.238078067836133
"HSB132_A1C_R","A1C",1.10253076923077,"ACE2",-1.21179967453466
"HSB135_A1C_L","A1C",40.7692307692308,"ACE2",0.313292752488955
"HSB135_A1C_R","A1C",40.7692307692308,"ACE2",0.834761374516919
"HSB136_A1C_L","A1C",23.7692307692308,"ACE2",-0.208856132261645
"HSB136_A1C_R","A1C",23.7692307692308,"ACE2",-0.434734300115455
"HSB139_A1C_L","A1C",1.10253076923077,"ACE2",-0.970008148091117
"HSB141_A1C_L","A1C",8.76923076923077,"ACE2",0.574413075411965
"HSB142_A1C_L","A1C",22.7692307692308,"ACE2",-0.00965532701402838
"HSB142_A1C_R","A1C",22.7692307692308,"ACE2",-0.895541094863089
"HSB143_A1C_L","A1C",2.76923076923077,"ACE2",-0.283548733820154
"HSB143_A1C_R","A1C",2.76923076923077,"ACE2",-1.11655981885674
"HSB144_A1C_L","A1C",40.7692307692308,"ACE2",0.831264141586757
"HSB144_A1C_R","A1C",40.7692307692308,"ACE2",1.35949622986656
"HSB145_A1C_L","A1C",36.7692307692308,"ACE2",2.2422983651439
"HSB145_A1C_R","A1C",36.7692307692308,"ACE2",0.508576042208477
"HSB149_A1C_L","A1C",0.25,"ACE2",-1.68792839981576
"HSB149_A1C_R","A1C",0.25,"ACE2",-0.58073030656913
"HSB150_A1C_L","A1C",0.2308,"ACE2",-0.0867210757984184
"HSB150_A1C_R","A1C",0.2308,"ACE2",-0.783749937224777
"HSB153_A1C_L","A1C",0.2308,"ACE2",-1.06486630647434
"HSB153_A1C_R","A1C",0.2308,"ACE2",0.612274313099871
"HSB154_A1C_R","A1C",0.3077,"ACE2",-0.631789022300003
"HSB155_A1C_L","A1C",0.6731,"ACE2",0.713314957696945
"HSB155_A1C_R","A1C",0.6731,"ACE2",0.299563046196064
"HSB156_A1C_L","A1C",82.7692307692308,"ACE2",-0.254927009518768
"HSB156_A1C_R","A1C",82.7692307692308,"ACE2",-0.0129307287513742
"HSB159_A1C_L","A1C",0.4231,"ACE2",-1.3897947414756
"HSB159_A1C_R","A1C",0.4231,"ACE2",-0.205167843090328
"HSB169_A1C_L","A1C",0.4808,"ACE2",-1.00458407422365
"HSB172_A1C_L","A1C",3.76923076923077,"ACE2",3.79292184094173
"HSB173_A1C_L","A1C",3.76923076923077,"ACE2",-0.662152342691221
"HSB174_A1C_L","A1C",8.76923076923077,"ACE2",-0.39447807996924
"HSB175_A1C_L","A1C",11.7692307692308,"ACE2",-0.355492932270928
"HSB182_A1C_L","A1C",55.7692307692308,"ACE2",-0.593883096383302
"HSB183_A1C_L","A1C",42.7692307692308,"ACE2",-1.31110922916336
"HSB187_A1C_L","A1C",37.7692307692308,"ACE2",0.0119456888229511
"HSB187_A1C_R","A1C",37.7692307692308,"ACE2",-0.66155559897793
"HSB194_A1C_L","A1C",0.7115,"ACE2",-0.125021133248393
"HSB194_A1C_R","A1C",0.7115,"ACE2",0.789433016823077
"HSB92_AMY_R","AMY",0.4038,"ACE2",-1.19760350586038
"HSB97_AMY_L","AMY",0.3269,"ACE2",0.143578286118872
"HSB97_AMY_R","AMY",0.3269,"ACE2",-1.01899923153992
"HSB100_AMY_L","AMY",0.3654,"ACE2",-0.816213345386475
"HSB100_AMY_R","AMY",0.3654,"ACE2",-1.37354923024472
"HSB102_AMY_L","AMY",0.4038,"ACE2",-0.552190764177222
"HSB102_AMY_R","AMY",0.4038,"ACE2",-0.111421523135173
"HSB103_AMY_L","AMY",0.25,"ACE2",-0.402871991109926
"HSB103_AMY_R","AMY",0.25,"ACE2",-1.35008414245215
"HSB105_AMY_R","AMY",18.7692307692308,"ACE2",2.27785596150882
"HSB106_AMY_L","AMY",64.7692307692308,"ACE2",0.527758910763721
"HSB106_AMY_R","AMY",64.7692307692308,"ACE2",0.696784741725937
"HSB107_AMY_L","AMY",0.4038,"ACE2",0.588152446513664
"HSB107_AMY_R","AMY",0.4038,"ACE2",0.15053163012083
"HSB111_AMY_L","AMY",70.7692307692308,"ACE2",0.951029792453991
"HSB111_AMY_R","AMY",70.7692307692308,"ACE2",0.554192235899124
"HSB112_AMY_L","AMY",0.1538,"ACE2",-0.936859459318232
"HSB112_AMY_R","AMY",0.1538,"ACE2",-0.869157498382432
"HSB113_AMY_L","AMY",0.2308,"ACE2",0.714921648720461
"HSB113_AMY_R","AMY",0.2308,"ACE2",-1.09419657168461
"HSB114_AMY_L","AMY",0.25,"ACE2",-0.914151505614544
"HSB114_AMY_R","AMY",0.25,"ACE2",-0.353102900614767
"HSB118_AMY_R","AMY",4.76923076923077,"ACE2",0.99471373331035
"HSB119_AMY_L","AMY",15.7692307692308,"ACE2",-0.842869834241242
"HSB121_AMY_L","AMY",1.10253076923077,"ACE2",2.27554490871462
"HSB121_AMY_R","AMY",1.10253076923077,"ACE2",-0.437327123351379
"HSB122_AMY_L","AMY",1.76923076923077,"ACE2",0.283064882936781
"HSB122_AMY_R","AMY",1.76923076923077,"ACE2",0.662603865977429
"HSB123_AMY_L","AMY",37.7692307692308,"ACE2",-0.715127838518866
"HSB123_AMY_R","AMY",37.7692307692308,"ACE2",-1.0479691208259
"HSB124_AMY_R","AMY",13.7692307692308,"ACE2",0.814997722345422
"HSB126_AMY_R","AMY",30.7692307692308,"ACE2",-0.254856123721487
"HSB127_AMY_R","AMY",19.7692307692308,"ACE2",-0.423856520842999
"HSB130_AMY_L","AMY",21.7692307692308,"ACE2",1.22087597717406
"HSB131_AMY_L","AMY",1.26923076923077,"ACE2",1.74769825230242
"HSB132_AMY_L","AMY",1.10253076923077,"ACE2",0.480104941681859
"HSB132_AMY_R","AMY",1.10253076923077,"ACE2",-0.741401900637148
"HSB133_AMY_L","AMY",27.7692307692308,"ACE2",0.604354649102654
"HSB135_AMY_L","AMY",40.7692307692308,"ACE2",1.43046865764748
"HSB135_AMY_R","AMY",40.7692307692308,"ACE2",-0.570740105222339
"HSB136_AMY_L","AMY",23.7692307692308,"ACE2",-0.462342568781597
"HSB136_AMY_R","AMY",23.7692307692308,"ACE2",-0.220194448204568
"HSB139_AMY_L","AMY",1.10253076923077,"ACE2",0.0700240350068241
"HSB141_AMY_L","AMY",8.76923076923077,"ACE2",0.276575453310427
"HSB142_AMY_L","AMY",22.7692307692308,"ACE2",0.0730355538941851
"HSB142_AMY_R","AMY",22.7692307692308,"ACE2",-0.576063422123893
"HSB143_AMY_R","AMY",2.76923076923077,"ACE2",1.26093069405711
"HSB144_AMY_L","AMY",40.7692307692308,"ACE2",1.20134006884203
"HSB144_AMY_R","AMY",40.7692307692308,"ACE2",1.91167921301549
"HSB145_AMY_L","AMY",36.7692307692308,"ACE2",-0.485562565202186
"HSB145_AMY_R","AMY",36.7692307692308,"ACE2",2.55587941580372
"HSB148_AMY_L","AMY",0.1731,"ACE2",-0.750085730758249
"HSB148_AMY_R","AMY",0.1731,"ACE2",-0.589478200907543
"HSB149_AMY_R","AMY",0.25,"ACE2",-0.483684240562541
"HSB150_AMY_L","AMY",0.2308,"ACE2",-1.37635711266029
"HSB150_AMY_R","AMY",0.2308,"ACE2",-1.37604889891708
"HSB153_AMY_L","AMY",0.2308,"ACE2",1.12798927365631
"HSB153_AMY_R","AMY",0.2308,"ACE2",-1.00327771177319
"HSB154_AMY_R","AMY",0.3077,"ACE2",-1.36499259356866
"HSB155_AMY_L","AMY",0.6731,"ACE2",-0.806697908234297
"HSB155_AMY_R","AMY",0.6731,"ACE2",0.83618941521757
"HSB156_AMY_L","AMY",82.7692307692308,"ACE2",0.15980667105153
"HSB156_AMY_R","AMY",82.7692307692308,"ACE2",0.282407125394134
"HSB159_AMY_L","AMY",0.4231,"ACE2",-1.3447543416497
"HSB159_AMY_R","AMY",0.4231,"ACE2",-1.18559475599276
"HSB172_AMY_L","AMY",3.76923076923077,"ACE2",2.43973081057097
"HSB173_AMY_L","AMY",3.76923076923077,"ACE2",-0.516165778949891
"HSB174_AMY_L","AMY",8.76923076923077,"ACE2",-0.434346463649322
"HSB175_AMY_L","AMY",11.7692307692308,"ACE2",0.352289858891617
"HSB178_AMY_L","AMY",0.3077,"ACE2",-0.942245585478908
"HSB178_AMY_R","AMY",0.3077,"ACE2",0.138920356062695
"HSB183_AMY_L","AMY",42.7692307692308,"ACE2",-0.844214022565061
"HSB187_AMY_L","AMY",37.7692307692308,"ACE2",-0.0684835917765133
"HSB187_AMY_R","AMY",37.7692307692308,"ACE2",-0.232662574161443
"HSB194_AMY_L","AMY",0.7115,"ACE2",0.0343159968136249
"HSB194_AMY_R","AMY",0.7115,"ACE2",1.24745556619291
"HSB92_CBC_R","CBC",0.4038,"ACE2",-0.317878728326331
"HSB96_CBC_NA","CBC",0.3077,"ACE2",0.489373866454783
"HSB97_CBC_L","CBC",0.3269,"ACE2",-1.21274250182533
"HSB97_CBC_R","CBC",0.3269,"ACE2",-1.06658255277551
"HSB98_CBC_NA","CBC",0.3654,"ACE2",-0.109027807305515
"HSB99_CBC_NA","CBC",0.4038,"ACE2",1.63520829395064
"HSB100_CBC_L","CBC",0.3654,"ACE2",-1.09726550986949
"HSB100_CBC_R","CBC",0.3654,"ACE2",-1.11094074976098
"HSB102_CBC_L","CBC",0.4038,"ACE2",0.58890543979809
"HSB102_CBC_R","CBC",0.4038,"ACE2",0.606141187303079
"HSB103_CBC_L","CBC",0.25,"ACE2",-0.838106471326618
"HSB103_CBC_R","CBC",0.25,"ACE2",0.0587448343172114
"HSB105_CBC_L","CBC",18.7692307692308,"ACE2",0.605185776434192
"HSB106_CBC_L","CBC",64.7692307692308,"ACE2",0.192193298113094
"HSB106_CBC_R","CBC",64.7692307692308,"ACE2",1.08320107098051
"HSB107_CBC_L","CBC",0.4038,"ACE2",0.867606955649079
"HSB107_CBC_R","CBC",0.4038,"ACE2",0.542671274797778
"HSB111_CBC_R","CBC",70.7692307692308,"ACE2",1.60742465301191
"HSB113_CBC_L","CBC",0.2308,"ACE2",-0.613146986160058
"HSB113_CBC_R","CBC",0.2308,"ACE2",-0.904508219963064
"HSB118_CBC_R","CBC",4.76923076923077,"ACE2",0.917261191551712
"HSB119_CBC_L","CBC",15.7692307692308,"ACE2",-0.819140750925218
"HSB121_CBC_L","CBC",1.10253076923077,"ACE2",1.63347394511241
"HSB121_CBC_R","CBC",1.10253076923077,"ACE2",-0.445384746233249
"HSB122_CBC_L","CBC",1.76923076923077,"ACE2",-0.303762859613154
"HSB122_CBC_R","CBC",1.76923076923077,"ACE2",-0.747698336260642
"HSB123_CBC_L","CBC",37.7692307692308,"ACE2",2.27883605606393
"HSB124_CBC_L","CBC",13.7692307692308,"ACE2",-0.787902565959399
"HSB124_CBC_R","CBC",13.7692307692308,"ACE2",-0.902740220478558
"HSB126_CBC_L","CBC",30.7692307692308,"ACE2",0.305896690969362
"HSB126_CBC_R","CBC",30.7692307692308,"ACE2",-0.732799957519909
"HSB127_CBC_L","CBC",19.7692307692308,"ACE2",-0.452826794912576
"HSB130_CBC_L","CBC",21.7692307692308,"ACE2",-0.706934483049741
"HSB131_CBC_L","CBC",1.26923076923077,"ACE2",0.281506235449454
"HSB132_CBC_L","CBC",1.10253076923077,"ACE2",-0.634799430195198
"HSB132_CBC_R","CBC",1.10253076923077,"ACE2",0.668509075446593
"HSB133_CBC_L","CBC",27.7692307692308,"ACE2",0.705012445644369
"HSB135_CBC_L","CBC",40.7692307692308,"ACE2",2.45763549808641
"HSB136_CBC_L","CBC",23.7692307692308,"ACE2",0.104152379181557
"HSB136_CBC_R","CBC",23.7692307692308,"ACE2",-0.352356400941658
"HSB139_CBC_L","CBC",1.10253076923077,"ACE2",-1.01572842086842
"HSB141_CBC_L","CBC",8.76923076923077,"ACE2",0.145376284369947
"HSB142_CBC_L","CBC",22.7692307692308,"ACE2",-0.66354932127895
"HSB142_CBC_R","CBC",22.7692307692308,"ACE2",-1.09292737693427
"HSB143_CBC_L","CBC",2.76923076923077,"ACE2",-0.727382362077646
"HSB143_CBC_R","CBC",2.76923076923077,"ACE2",0.73431381728024
"HSB144_CBC_L","CBC",40.7692307692308,"ACE2",0.595375270784796
"HSB144_CBC_R","CBC",40.7692307692308,"ACE2",0.815944775600176
"HSB145_CBC_L","CBC",36.7692307692308,"ACE2",0.108105445023302
"HSB145_CBC_R","CBC",36.7692307692308,"ACE2",0.163818588944458
"HSB149_CBC_L","CBC",0.25,"ACE2",-0.664286069563015
"HSB149_CBC_R","CBC",0.25,"ACE2",-1.33018340258335
"HSB150_CBC_L","CBC",0.2308,"ACE2",-1.04071398268039
"HSB150_CBC_R","CBC",0.2308,"ACE2",-1.13757379974967
"HSB155_CBC_L","CBC",0.6731,"ACE2",0.392953931422613
"HSB155_CBC_R","CBC",0.6731,"ACE2",1.53179471684614
"HSB156_CBC_L","CBC",82.7692307692308,"ACE2",-0.630617943478532
"HSB156_CBC_R","CBC",82.7692307692308,"ACE2",-0.0767511141575376
"HSB159_CBC_L","CBC",0.4231,"ACE2",-1.20388372599607
"HSB159_CBC_R","CBC",0.4231,"ACE2",-1.15613804548725
"HSB171_CBC_L","CBC",1.60253076923077,"ACE2",-0.0623629811207018
"HSB172_CBC_L","CBC",3.76923076923077,"ACE2",0.203924113934509
"HSB173_CBC_L","CBC",3.76923076923077,"ACE2",0.0950283561691665
"HSB175_CBC_L","CBC",11.7692307692308,"ACE2",0.0762810576989721
"HSB174_CBC_L","CBC",8.76923076923077,"ACE2",-0.316205771355425
"HSB182_CBC_L","CBC",55.7692307692308,"ACE2",-0.695105239824824
"HSB183_CBC_L","CBC",42.7692307692308,"ACE2",4.11889433424339
"HSB187_CBC_L","CBC",37.7692307692308,"ACE2",-0.212505148924048
"HSB187_CBC_R","CBC",37.7692307692308,"ACE2",-0.207808065317542
"HSB194_CBC_L","CBC",0.7115,"ACE2",-0.69993771298193
"HSB194_CBC_R","CBC",0.7115,"ACE2",0.479455697147898
"HSB92_DFC_R","DFC",0.4038,"ACE2",0.715747763907416
"HSB96_DFC_L","DFC",0.3077,"ACE2",-0.574214397121807
"HSB96_DFC_R","DFC",0.3077,"ACE2",0.68839257349541
"HSB97_DFC_L","DFC",0.3269,"ACE2",-0.98703388352423
"HSB97_DFC_R","DFC",0.3269,"ACE2",-0.319651059258047
"HSB98_DFC_L","DFC",0.3654,"ACE2",0.489241194277344
"HSB98_DFC_R","DFC",0.3654,"ACE2",1.28561909665211
"HSB99_DFC_L","DFC",0.4038,"ACE2",-1.71735485887853
"HSB99_DFC_R","DFC",0.4038,"ACE2",0.745550329894298
"HSB100_DFC_L","DFC",0.3654,"ACE2",-0.590683277500197
"HSB100_DFC_R","DFC",0.3654,"ACE2",-0.648767395366731
"HSB102_DFC_L","DFC",0.4038,"ACE2",-1.04471680028974
"HSB102_DFC_R","DFC",0.4038,"ACE2",-0.236468153524462
"HSB103_DFC_L","DFC",0.25,"ACE2",-0.540011490144736
"HSB103_DFC_R","DFC",0.25,"ACE2",0.136439743163805
"HSB105_DFC_L","DFC",18.7692307692308,"ACE2",-0.581224508748751
"HSB105_DFC_R","DFC",18.7692307692308,"ACE2",0.968253846653368
"HSB106_DFC_L","DFC",64.7692307692308,"ACE2",0.696239684747479
"HSB106_DFC_R","DFC",64.7692307692308,"ACE2",1.11392389934504
"HSB107_DFC_L","DFC",0.4038,"ACE2",0.820294793813098
"HSB107_DFC_R","DFC",0.4038,"ACE2",0.832819901321679
"HSB111_DFC_L","DFC",70.7692307692308,"ACE2",-0.793373421446249
"HSB111_DFC_R","DFC",70.7692307692308,"ACE2",-0.957884251820347
"HSB112_DFC_L","DFC",0.1538,"ACE2",0.939357195834508
"HSB112_DFC_R","DFC",0.1538,"ACE2",-1.31399655232014
"HSB113_DFC_L","DFC",0.2308,"ACE2",-0.0981369375305506
"HSB113_DFC_R","DFC",0.2308,"ACE2",0.895799706840073
"HSB114_DFC_L","DFC",0.25,"ACE2",-0.391812957092714
"HSB114_DFC_R","DFC",0.25,"ACE2",0.732879450821308
"HSB118_DFC_R","DFC",4.76923076923077,"ACE2",2.04951402995773
"HSB119_DFC_L","DFC",15.7692307692308,"ACE2",0.678070943468319
"HSB121_DFC_L","DFC",1.10253076923077,"ACE2",2.08897896564779
"HSB121_DFC_R","DFC",1.10253076923077,"ACE2",-0.847468697070356
"HSB122_DFC_L","DFC",1.76923076923077,"ACE2",-0.535856391806536
"HSB122_DFC_R","DFC",1.76923076923077,"ACE2",0.687176460651678
"HSB123_DFC_L","DFC",37.7692307692308,"ACE2",0.603065431708474
"HSB123_DFC_R","DFC",37.7692307692308,"ACE2",-1.07146795359261
"HSB124_DFC_L","DFC",13.7692307692308,"ACE2",-1.83979581355518
"HSB124_DFC_R","DFC",13.7692307692308,"ACE2",-1.50372934287007
"HSB126_DFC_L","DFC",30.7692307692308,"ACE2",-0.260221818639188
"HSB126_DFC_R","DFC",30.7692307692308,"ACE2",-0.423501955782006
"HSB127_DFC_L","DFC",19.7692307692308,"ACE2",0.715048851017578
"HSB130_DFC_L","DFC",21.7692307692308,"ACE2",0.416670771993291
"HSB131_DFC_L","DFC",1.26923076923077,"ACE2",0.0979075362863909
"HSB132_DFC_L","DFC",1.10253076923077,"ACE2",-0.801989695219301
"HSB132_DFC_R","DFC",1.10253076923077,"ACE2",0.473588771231859
"HSB133_DFC_L","DFC",27.7692307692308,"ACE2",1.31223754956316
"HSB135_DFC_L","DFC",40.7692307692308,"ACE2",-1.19679509181935
"HSB135_DFC_R","DFC",40.7692307692308,"ACE2",0.628984068384264
"HSB136_DFC_L","DFC",23.7692307692308,"ACE2",-0.136608856992356
"HSB136_DFC_R","DFC",23.7692307692308,"ACE2",-0.594973730850757
"HSB139_DFC_L","DFC",1.10253076923077,"ACE2",-1.04566696046948
"HSB141_DFC_L","DFC",8.76923076923077,"ACE2",0.242840710471327
"HSB142_DFC_L","DFC",22.7692307692308,"ACE2",-0.0654542461118106
"HSB142_DFC_R","DFC",22.7692307692308,"ACE2",-1.44203028724198
"HSB143_DFC_L","DFC",2.76923076923077,"ACE2",0.296670229005501
"HSB143_DFC_R","DFC",2.76923076923077,"ACE2",0.773645578245774
"HSB144_DFC_L","DFC",40.7692307692308,"ACE2",0.531075971836073
"HSB144_DFC_R","DFC",40.7692307692308,"ACE2",0.0245141692752884
"HSB145_DFC_L","DFC",36.7692307692308,"ACE2",1.52624051908236
"HSB145_DFC_R","DFC",36.7692307692308,"ACE2",2.33398876489588
"HSB148_DFC_L","DFC",0.1731,"ACE2",-1.57718532229538
"HSB148_DFC_R","DFC",0.1731,"ACE2",-0.447073930901523
"HSB149_DFC_L","DFC",0.25,"ACE2",-0.682167917489849
"HSB149_DFC_R","DFC",0.25,"ACE2",-0.842209453343559
"HSB150_DFC_L","DFC",0.2308,"ACE2",0.352231027864156
"HSB150_DFC_R","DFC",0.2308,"ACE2",-1.14198254687762
"HSB153_DFC_L","DFC",0.2308,"ACE2",-1.40780473413959
"HSB153_DFC_R","DFC",0.2308,"ACE2",-0.658348924746236
"HSB154_DFC_R","DFC",0.3077,"ACE2",-1.39050955511164
"HSB155_DFC_L","DFC",0.6731,"ACE2",0.279833522301187
"HSB155_DFC_R","DFC",0.6731,"ACE2",-0.84591927304631
"HSB156_DFC_L","DFC",82.7692307692308,"ACE2",0.874738406927858
"HSB156_DFC_R","DFC",82.7692307692308,"ACE2",0.35693980647244
"HSB159_DFC_L","DFC",0.4231,"ACE2",0.364621395651742
"HSB159_DFC_R","DFC",0.4231,"ACE2",-0.345862811833231
"HSB171_DFC_L","DFC",1.60253076923077,"ACE2",-0.879675437358194
"HSB172_DFC_L","DFC",3.76923076923077,"ACE2",0.0671109683276358
"HSB175_DFC_L","DFC",11.7692307692308,"ACE2",1.94366775647937
"HSB174_DFC_L","DFC",8.76923076923077,"ACE2",-0.910558456154532
"HSB178_DFC_L","DFC",0.3077,"ACE2",0.836214140520211
"HSB178_DFC_R","DFC",0.3077,"ACE2",3.1774606667932
"HSB182_DFC_L","DFC",55.7692307692308,"ACE2",1.47832263156424
"HSB183_DFC_L","DFC",42.7692307692308,"ACE2",-0.0510156595943727
"HSB187_DFC_L","DFC",37.7692307692308,"ACE2",-0.629059751212847
"HSB187_DFC_R","DFC",37.7692307692308,"ACE2",-0.516613954378573
"HSB194_DFC_L","DFC",0.7115,"ACE2",-0.606287097123417
"HSB194_DFC_R","DFC",0.7115,"ACE2",-0.778753214196646
"HSB92_HIP_R","HIP",0.4038,"ACE2",-1.08291022028072
"HSB96_HIP_L","HIP",0.3077,"ACE2",0.783238443511467
"HSB96_HIP_R","HIP",0.3077,"ACE2",0.925557043638985
"HSB97_HIP_L","HIP",0.3269,"ACE2",-0.709017888826017
"HSB97_HIP_R","HIP",0.3269,"ACE2",-1.05193982164214
"HSB98_HIP_L","HIP",0.3654,"ACE2",0.262397135795307
"HSB98_HIP_R","HIP",0.3654,"ACE2",0.289772976396986
"HSB99_HIP_L","HIP",0.4038,"ACE2",0.258013406350665
"HSB99_HIP_R","HIP",0.4038,"ACE2",-0.628308556491828
"HSB100_HIP_L","HIP",0.3654,"ACE2",0.160700714612449
"HSB100_HIP_R","HIP",0.3654,"ACE2",-1.30701006094781
"HSB102_HIP_L","HIP",0.4038,"ACE2",-0.468455364378725
"HSB102_HIP_R","HIP",0.4038,"ACE2",2.25719515022872
"HSB103_HIP_L","HIP",0.25,"ACE2",1.65987606829766
"HSB103_HIP_R","HIP",0.25,"ACE2",-1.42768194931683
"HSB104_HIP_LR","HIP",0.1096,"ACE2",-0.34316524152573
"HSB105_HIP_L","HIP",18.7692307692308,"ACE2",1.26159149671887
"HSB105_HIP_R","HIP",18.7692307692308,"ACE2",0.807424117383946
"HSB106_HIP_L","HIP",64.7692307692308,"ACE2",1.12282993056257
"HSB106_HIP_R","HIP",64.7692307692308,"ACE2",0.833191625317259
"HSB107_HIP_L","HIP",0.4038,"ACE2",-0.0898485949914455
"HSB107_HIP_R","HIP",0.4038,"ACE2",0.589514023163335
"HSB111_HIP_L","HIP",70.7692307692308,"ACE2",0.612892330057448
"HSB111_HIP_R","HIP",70.7692307692308,"ACE2",0.538952174172205
"HSB112_HIP_L","HIP",0.1538,"ACE2",-0.569106160881549
"HSB112_HIP_R","HIP",0.1538,"ACE2",-0.581454479428587
"HSB113_HIP_L","HIP",0.2308,"ACE2",0.343232167719523
"HSB113_HIP_R","HIP",0.2308,"ACE2",-0.159461006824333
"HSB114_HIP_L","HIP",0.25,"ACE2",-0.785954371222527
"HSB118_HIP_R","HIP",4.76923076923077,"ACE2",-0.490290287412515
"HSB121_HIP_L","HIP",1.10253076923077,"ACE2",3.18721304320298
"HSB121_HIP_R","HIP",1.10253076923077,"ACE2",-0.00913990371882812
"HSB122_HIP_L","HIP",1.76923076923077,"ACE2",1.44394169322604
"HSB122_HIP_R","HIP",1.76923076923077,"ACE2",-0.499325353148209
"HSB123_HIP_L","HIP",37.7692307692308,"ACE2",-0.704727257016239
"HSB123_HIP_R","HIP",37.7692307692308,"ACE2",-0.706206636575416
"HSB124_HIP_L","HIP",13.7692307692308,"ACE2",0.129970414194948
"HSB124_HIP_R","HIP",13.7692307692308,"ACE2",-0.0439847853784478
"HSB126_HIP_R","HIP",30.7692307692308,"ACE2",0.0670116996311222
"HSB127_HIP_R","HIP",19.7692307692308,"ACE2",-0.791944514850576
"HSB130_HIP_L","HIP",21.7692307692308,"ACE2",0.111911432466545
"HSB131_HIP_L","HIP",1.26923076923077,"ACE2",2.37060112891702
"HSB132_HIP_L","HIP",1.10253076923077,"ACE2",0.198784885009222
"HSB132_HIP_R","HIP",1.10253076923077,"ACE2",-1.32281028571583
"HSB135_HIP_R","HIP",40.7692307692308,"ACE2",0.0561932711551015
"HSB136_HIP_L","HIP",23.7692307692308,"ACE2",-0.171951215056516
"HSB136_HIP_R","HIP",23.7692307692308,"ACE2",-0.771491868104399
"HSB139_HIP_L","HIP",1.10253076923077,"ACE2",-0.903508693143118
"HSB141_HIP_L","HIP",8.76923076923077,"ACE2",-1.11162662719145
"HSB142_HIP_L","HIP",22.7692307692308,"ACE2",0.0370216637488288
"HSB142_HIP_R","HIP",22.7692307692308,"ACE2",-0.777773226757537
"HSB143_HIP_R","HIP",2.76923076923077,"ACE2",-0.261953456169456
"HSB144_HIP_L","HIP",40.7692307692308,"ACE2",1.06761531538578
"HSB144_HIP_R","HIP",40.7692307692308,"ACE2",1.61818298848703
"HSB145_HIP_L","HIP",36.7692307692308,"ACE2",2.01861026686964
"HSB145_HIP_R","HIP",36.7692307692308,"ACE2",-0.134052434160446
